RPID,IP,MAC,Class,Room,Asset,Serial,Building,FQDN,ARP Last
16516729,146.232.50.143,d8:9e:f3:86:dd:fb,HOST,3019,480489,,NATUURWETENSKAPPE,narga-g63.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.144,d8:9e:f3:87:22:eb,HOST,3019,480490,,NATUURWETENSKAPPE,narga-g64.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.145,d8:9e:f3:86:0e:21,HOST,3019,480491,,NATUURWETENSKAPPE,narga-g65.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.146,d8:9e:f3:85:06:f2,HOST,3019,480492,,NATUURWETENSKAPPE,narga-g66.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.147,d8:9e:f3:86:d5:5a,HOST,3019,480493,,NATUURWETENSKAPPE,narga-g67.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.148,d8:9e:f3:86:10:dc,HOST,3019,480494,,NATUURWETENSKAPPE,narga-g68.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.149,d8:9e:f3:85:f8:2d,HOST,3019,480495,,NATUURWETENSKAPPE,narga-g69.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.150,d8:9e:f3:85:de:37,HOST,3019,480496,,NATUURWETENSKAPPE,narga-g70.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.151,d8:9e:f3:87:3b:e1,HOST,3019,480497,,NATUURWETENSKAPPE,narga-g71.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.152,d8:9e:f3:86:ad:de,HOST,3019,480498,,NATUURWETENSKAPPE,narga-g72.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.153,d8:9e:f3:85:08:b2,HOST,3019,480499,,NATUURWETENSKAPPE,narga-g73.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.154,d8:9e:f3:85:0b:94,HOST,3019,480500,,NATUURWETENSKAPPE,narga-g74.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.155,d8:9e:f3:86:0f:5b,HOST,3019,480501,,NATUURWETENSKAPPE,narga-g75.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.156,d8:9e:f3:86:10:09,HOST,3019,480502,,NATUURWETENSKAPPE,narga-g76.rga.stb.sun.ac.za,2019-02-21 15:00:02, 
16516729,146.232.50.157,d8:9e:f3:86:d9:3c,HOST,3019,480503,,NATUURWETENSKAPPE,narga-g77.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.158,d8:9e:f3:87:47:18,HOST,3019,480504,,NATUURWETENSKAPPE,narga-g78.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.159,d8:9e:f3:86:db:14,HOST,3019,480505,,NATUURWETENSKAPPE,narga-g79.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.160,d8:9e:f3:86:2a:7e,HOST,3019,480506,,NATUURWETENSKAPPE,narga-g80.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.162,d8:9e:f3:86:d9:16,HOST,3019,480508,,NATUURWETENSKAPPE,narga-g82.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.163,d8:9e:f3:86:da:cb,HOST,3019,480509,,NATUURWETENSKAPPE,narga-g83.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.164,d8:9e:f3:87:2e:9f,HOST,3019,480510,,NATUURWETENSKAPPE,narga-g84.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.165,d8:9e:f3:85:06:7b,HOST,3019,480511,,NATUURWETENSKAPPE,narga-g85.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.166,d8:9e:f3:84:8b:a2,HOST,3019,480512,,NATUURWETENSKAPPE,narga-g86.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.167,d8:9e:f3:87:2d:0d,HOST,3019,480513,,NATUURWETENSKAPPE,narga-g87.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.168,d8:9e:f3:86:11:0b,HOST,3019,480514,,NATUURWETENSKAPPE,narga-g88.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.169,d8:9e:f3:86:23:05,HOST,3011,480516,,NATUURWETENSKAPPE,narga-h01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.170,d8:9e:f3:85:4d:41,HOST,3011,480517,,NATUURWETENSKAPPE,narga-h02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.171,d8:9e:f3:86:d7:c8,HOST,3011,480518,,NATUURWETENSKAPPE,narga-h03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.172,d8:9e:f3:86:df:60,HOST,3011,480519,,NATUURWETENSKAPPE,narga-h04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.173,d8:9e:f3:86:e1:50,HOST,3011,480520,,NATUURWETENSKAPPE,narga-h05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.175,d8:9e:f3:87:22:e5,HOST,3011,480522,,NATUURWETENSKAPPE,narga-h07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.176,d8:9e:f3:87:23:a1,HOST,3011,480523,,NATUURWETENSKAPPE,narga-h08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.177,d8:9e:f3:85:51:be,HOST,3011,480524,,NATUURWETENSKAPPE,narga-h09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.178,d8:9e:f3:86:16:11,HOST,3011,480525,,NATUURWETENSKAPPE,narga-h10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.179,d8:9e:f3:86:d6:73,HOST,3011,480526,,NATUURWETENSKAPPE,narga-h11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.180,d8:9e:f3:85:7d:93,HOST,3011,480527,,NATUURWETENSKAPPE,narga-h12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.181,d8:9e:f3:87:47:36,HOST,3011,480528,,NATUURWETENSKAPPE,narga-h13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.182,d8:9e:f3:86:15:cf,HOST,3011,480529,,NATUURWETENSKAPPE,narga-h14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.183,d8:9e:f3:86:29:51,HOST,3011,480530,,NATUURWETENSKAPPE,narga-h15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.184,d8:9e:f3:82:a2:90,HOST,3011,480531,,NATUURWETENSKAPPE,narga-h16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.185,d8:9e:f3:86:2c:3c,HOST,3011,480532,,NATUURWETENSKAPPE,narga-h17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.186,d8:9e:f3:86:d8:4e,HOST,3011,480533,,NATUURWETENSKAPPE,narga-h18.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.187,d8:9e:f3:85:2f:22,HOST,3011,480534,,NATUURWETENSKAPPE,narga-h19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.188,d8:9e:f3:87:46:81,HOST,3011,480535,,NATUURWETENSKAPPE,narga-h20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.189,d8:9e:f3:87:22:17,HOST,3011,480536,,NATUURWETENSKAPPE,narga-h21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.190,d8:9e:f3:86:16:1a,HOST,3011,480537,,NATUURWETENSKAPPE,narga-h22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.191,d8:9e:f3:87:22:f8,HOST,3011,480538,,NATUURWETENSKAPPE,narga-h23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.192,d8:9e:f3:85:6c:28,HOST,3011,480539,,NATUURWETENSKAPPE,narga-h24.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.193,d8:9e:f3:85:ea:83,HOST,3011,480597,,NATUURWETENSKAPPE,narga-h82.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.194,d8:9e:f3:86:d9:64,HOST,3011,480541,,NATUURWETENSKAPPE,narga-h26.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.195,d8:9e:f3:86:e1:64,HOST,3011,480542,,NATUURWETENSKAPPE,narga-h27.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.196,d8:9e:f3:82:98:1a,HOST,3011,480543,,NATUURWETENSKAPPE,narga-h28.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.197,d8:9e:f3:85:dd:3f,HOST,3011,480544,,NATUURWETENSKAPPE,narga-h29.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.198,d8:9e:f3:86:05:0e,HOST,3011,480545,,NATUURWETENSKAPPE,narga-h30.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.199,d8:9e:f3:87:26:ac,HOST,3011,480546,,NATUURWETENSKAPPE,narga-h31.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.200,d8:9e:f3:84:80:49,HOST,3011,480547,,NATUURWETENSKAPPE,narga-h32.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.201,d8:9e:f3:86:2c:0b,HOST,3011,480548,,NATUURWETENSKAPPE,narga-h33.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.202,d8:9e:f3:86:e2:5a,HOST,3011,480549,,NATUURWETENSKAPPE,narga-h34.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.203,d8:9e:f3:86:2b:c0,HOST,3011,480550,,NATUURWETENSKAPPE,narga-h35.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.204,d8:9e:f3:86:da:be,HOST,3011,480551,,NATUURWETENSKAPPE,narga-h36.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.205,d8:9e:f3:86:d7:b3,HOST,3011,480552,,NATUURWETENSKAPPE,narga-h37.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.206,d8:9e:f3:86:d8:07,HOST,3011,480553,,NATUURWETENSKAPPE,narga-h38.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.207,d8:9e:f3:87:2a:7d,HOST,3011,480554,,NATUURWETENSKAPPE,narga-h39.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.208,d8:9e:f3:86:b3:b1,HOST,3011,480555,,NATUURWETENSKAPPE,narga-h40.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.209,d8:9e:f3:86:da:d2,HOST,3011,480556,,NATUURWETENSKAPPE,narga-h41.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.210,d8:9e:f3:87:22:fd,HOST,3011,480557,,NATUURWETENSKAPPE,narga-h42.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.211,d8:9e:f3:86:10:e0,HOST,3011,480558,,NATUURWETENSKAPPE,narga-h43.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.212,d8:9e:f3:87:44:d8,HOST,3011,480559,,NATUURWETENSKAPPE,narga-h44.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.213,d8:9e:f3:86:ad:c8,HOST,3011,480560,,NATUURWETENSKAPPE,narga-h45.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.214,d8:9e:f3:87:36:c0,HOST,3011,480561,,NATUURWETENSKAPPE,narga-h46.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.215,d8:9e:f3:87:24:0a,HOST,3011,480562,,NATUURWETENSKAPPE,narga-h47.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.216,d8:9e:f3:86:0d:c8,HOST,3011,480563,,NATUURWETENSKAPPE,narga-h48.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.217,d8:9e:f3:86:29:50,HOST,3011,480564,,NATUURWETENSKAPPE,narga-h49.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.218,d8:9e:f3:86:e3:da,HOST,3011,480565,,NATUURWETENSKAPPE,narga-h50.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.219,d8:9e:f3:86:d9:74,HOST,3011,480566,,NATUURWETENSKAPPE,narga-h51.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.220,d8:9e:f3:86:29:0a,HOST,3011,480567,,NATUURWETENSKAPPE,narga-h52.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.221,d8:9e:f3:86:16:1e,HOST,3011,480568,,NATUURWETENSKAPPE,narga-h53.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.222,d8:9e:f3:86:20:5e,HOST,3011,480569,,NATUURWETENSKAPPE,narga-h54.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.223,d8:9e:f3:86:29:63,HOST,3011,480570,,NATUURWETENSKAPPE,narga-h55.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.224,d8:9e:f3:85:12:40,HOST,3011,480571,,NATUURWETENSKAPPE,narga-h56.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.225,d8:9e:f3:86:d9:47,HOST,3011,480572,,NATUURWETENSKAPPE,narga-h57.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.226,d8:9e:f3:86:1f:09,HOST,3011,480573,,NATUURWETENSKAPPE,narga-h58.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.227,d8:9e:f3:87:4c:f8,HOST,3011,480574,,NATUURWETENSKAPPE,narga-h59.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.228,d8:9e:f3:87:24:23,HOST,3011,480575,,NATUURWETENSKAPPE,narga-h60.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.229,d8:9e:f3:87:48:89,HOST,3011,480576,,NATUURWETENSKAPPE,narga-h61.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.230,d8:9e:f3:86:d7:d4,HOST,3011,480577,,NATUURWETENSKAPPE,narga-h62.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.231,d8:9e:f3:86:06:c7,HOST,3011,480578,,NATUURWETENSKAPPE,narga-h63.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.232,d8:9e:f3:86:db:0d,HOST,3011,480579,,NATUURWETENSKAPPE,narga-h64.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.233,d8:9e:f3:86:da:d8,HOST,3011,480580,,NATUURWETENSKAPPE,narga-h65.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.234,d8:9e:f3:86:0c:65,HOST,3011,480581,,NATUURWETENSKAPPE,narga-h66.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.235,d8:9e:f3:86:0d:dd,HOST,3011,480582,,NATUURWETENSKAPPE,narga-h67.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.236,d8:9e:f3:86:10:81,HOST,3011,480583,,NATUURWETENSKAPPE,narga-h68.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.237,d8:9e:f3:86:11:b0,HOST,3011,480584,,NATUURWETENSKAPPE,narga-h69.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.238,d8:9e:f3:84:33:c1,HOST,3011,480585,,NATUURWETENSKAPPE,narga-h70.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.239,d8:9e:f3:85:7d:9e,HOST,3011,480586,,NATUURWETENSKAPPE,narga-h71.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.240,d8:9e:f3:86:d7:b5,HOST,3011,480587,,NATUURWETENSKAPPE,narga-h72.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.241,d8:9e:f3:86:d7:c4,HOST,3011,480588,,NATUURWETENSKAPPE,narga-h73.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.242,d8:9e:f3:86:b4:1d,HOST,3011,480589,,NATUURWETENSKAPPE,narga-h74.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.243,d8:9e:f3:83:fc:31,HOST,3011,480590,,NATUURWETENSKAPPE,narga-h75.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.244,d8:9e:f3:85:28:6b,HOST,3011,480591,,NATUURWETENSKAPPE,narga-h76.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.245,d8:9e:f3:87:23:d5,HOST,3011,480592,,NATUURWETENSKAPPE,narga-h77.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.246,d8:9e:f3:86:a8:5d,HOST,3011,480593,,NATUURWETENSKAPPE,narga-h78.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.247,d8:9e:f3:85:e8:ab,HOST,3011,480594,,NATUURWETENSKAPPE,narga-h79.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.248,d8:9e:f3:86:d9:67,HOST,3011,480595,,NATUURWETENSKAPPE,narga-h80.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.249,d8:9e:f3:85:47:de,HOST,3011,480596,,NATUURWETENSKAPPE,narga-h81.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.251,d8:9e:f3:86:a7:ac,HOST,3011,480521,,NATUURWETENSKAPPE,narga-h06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.252,d8:9e:f3:86:26:75,HOST,3011,480599,,NATUURWETENSKAPPE,narga-h84.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.253,d8:9e:f3:86:da:d4,HOST,3011,480600,,NATUURWETENSKAPPE,narga-h85.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.254,d8:9e:f3:86:2c:5b,HOST,3011,480601,,NATUURWETENSKAPPE,narga-h86.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.10,d8:9e:f3:87:47:3e,HOST,3011,480604,,NATUURWETENSKAPPE,narga-h89.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.11,d8:9e:f3:87:3a:76,HOST,3011,480605,,NATUURWETENSKAPPE,narga-h90.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.14,d8:9e:f3:85:0d:2e,HOST,3011,480602,,NATUURWETENSKAPPE,narga-h87.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.15,d8:9e:f3:86:24:de,HOST,3011,480603,,NATUURWETENSKAPPE,narga-h88.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
21355517,146.232.51.25,7c:1e:b3:f0:01:eb,SHOST,k1,0,,NOOITGEDACHT BLOK A,nargaint1.sun.ac.za,2018-02-21 04:10:01, 
13806025,146.232.51.117,d8:9e:f3:86:de:3d,HOST,3011,480598,,NATUURWETENSKAPPE,narga-h83.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.118,14:b3:1f:08:e8:4d,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d91.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.122,d8:9e:f3:85:75:69,HOST,3011,480540,,NATUURWETENSKAPPE,narga-h25.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.149,d0:67:e5:e6:36:a3,HOST,k2089,0,,ADMINISTRASIE BLOK A,narga-test-06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.170,14:b3:1f:07:73:d2,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d64.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.171,14:b3:1f:09:a2:58,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d65.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.172,14:b3:1f:09:07:50,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d66.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.173,14:b3:1f:07:73:42,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d67.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.174,14:b3:1f:09:07:3d,HOST,k1005,470170,,GEOLOGIE / KAMER VAN MYNWESE,narga-d68.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.175,14:b3:1f:09:ed:a3,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d69.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.176,14:b3:1f:07:73:ee,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d70.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.177,14:b3:1f:07:73:92,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d71.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.178,14:b3:1f:09:ca:d9,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d72.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.179,14:b3:1f:09:b0:00,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d73.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.180,14:b3:1f:08:e9:0d,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d74.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.181,14:b3:1f:09:e2:6c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d75.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.182,14:b3:1f:08:07:6b,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d76.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.183,14:b3:1f:09:a8:8a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d77.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.184,14:b3:1f:08:e7:ba,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d78.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.185,14:b3:1f:08:e3:4c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d79.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.186,14:b3:1f:09:82:e8,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d80.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.188,14:b3:1f:09:ca:b0,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d82.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.189,14:b3:1f:09:a4:f0,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d83.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.190,14:b3:1f:07:73:df,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d84.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.191,14:b3:1f:09:86:5a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d85.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.192,14:b3:1f:07:6f:5d,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d86.rga.stb.sun.ac.za,2019-02-21 14:45:02, 
13806025,146.232.51.193,14:b3:1f:09:e5:9c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d87.rga.stb.sun.ac.za,2019-02-21 14:40:01, 
13806025,146.232.51.194,14:b3:1f:09:e2:db,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d88.rga.stb.sun.ac.za,2019-02-21 14:40:01, 
13806025,146.232.51.195,14:b3:1f:09:86:44,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d89.rga.stb.sun.ac.za,2019-02-21 14:40:01, 
13806025,146.232.51.196,14:b3:1f:08:e7:67,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d90.rga.stb.sun.ac.za,2019-02-21 14:30:02, 
13806025,146.232.51.198,14:b3:1f:09:a6:19,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d92.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.199,14:b3:1f:09:ed:81,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d93.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.51.200,14:b3:1f:09:ed:45,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d94.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
11169265,146.232.55.126,00:1a:4a:e8:34:00,VIRTUAL,k361,0, ,LETTERE EN WYSBEGEERTE,narga-rh001.rga.stb.sun.ac.za, , 
13806025,146.232.211.100,00:80:4f:82:05:b1,SHOST,k3011,0,,ADMINISTRASIE BLOK A,ac-narga-controller.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16137329,146.232.212.243,74:e6:e2:da:c4:47,HOST,a526,454762, ,INGENIEURS ALGEMEEN,narga454762.cs.sun.ac.za,2019-02-20 12:25:01, 
16137329,146.232.213.66,74:e6:e2:da:7e:98,HOST,a526,454761,,INGENIEURS ALGEMEEN,narga454761.cs.sun.ac.za,2019-02-11 14:10:01, 
16516729,146.232.216.34,14:b3:1f:08:e7:d5,HOST,2002,0, ,HUISHOUDKUNDE(LOMBARDI),narga-hort-01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
20622481,146.232.216.85,74:e6:e2:da:c7:9f,HOST,1054,454705,,FISIKA / MERENSKY,narga-fis-02.rga.stb.sun.ac.za,2019-02-19 10:45:01, 
16516729,146.232.216.228,f4:8e:38:d7:f7:f6,HOST,2048,0,,MIKE DE VRIES,narga-fisio-12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.216.253,14:b3:1f:08:e8:90,HOST,2002,0, ,HUISHOUDKUNDE(LOMBARDI),narga-hort-02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
